 Line,Start-Mi,  End-Mi,IRI LWP , IRI RWP, RUT LWP, RUT RWP, Heading,  %Grade,    C.S.
    1, 194.449, 194.549,    81.6,    82.9,    0.33,    0.21,   359.5,     0.9,     0.7
    2, 194.549, 194.649,    82.3,    81.6,    0.31,    0.25,   359.5,     0.6,     0.5
    3, 194.649, 194.749,    80.6,    90.2,    0.31,    0.26,   359.5,     0.4,     0.8
    4, 194.749, 194.849,    80.7,    67.5,    0.36,    0.19,   359.5,     0.2,     1.0
    5, 194.849, 194.949,    73.8,    77.6,    0.36,    0.20,   359.6,     0.1,     0.8
    6, 194.949, 195.049,    79.2,    88.3,    0.36,    0.21,   359.5,     0.3,     0.9
    7, 195.049, 195.149,   101.5,   107.3,    0.34,    0.17,   359.5,     0.4,     1.0
    8, 195.149, 195.249,    88.5,    77.6,    0.32,    0.19,   359.5,     0.2,     1.0
    9, 195.249, 195.349,    94.3,    88.5,    0.27,    0.19,   359.5,     0.1,     0.9
   10, 195.349, 195.449,    59.9,    65.3,    0.12,    0.07,   359.5,     0.1,     0.9
   11, 195.449, 195.549,    60.1,    48.6,    0.12,    0.08,   359.6,     0.1,     1.1
   12, 195.549, 195.649,    79.1,    73.2,    0.11,    0.11,   359.5,    -0.3,     1.1
   13, 195.649, 195.749,    68.7,    65.2,    0.16,    0.11,   359.5,    -0.4,     1.0
   14, 195.749, 195.849,    47.9,    42.7,    0.14,    0.07,   359.5,    -0.5,     1.0
   15, 195.849, 195.949,    48.3,    49.5,    0.12,    0.06,   359.5,    -0.5,     0.9
   16, 195.949, 196.049,    50.8,    43.3,    0.13,    0.06,   359.6,    -0.4,     1.0
   17, 196.049, 196.149,    50.8,    45.8,    0.10,    0.09,   359.6,    -0.3,     1.2
   18, 196.149, 196.249,    45.1,    46.2,    0.11,    0.09,   359.5,    -0.3,     1.2
   19, 196.249, 196.349,    49.6,    49.7,    0.11,    0.10,   359.5,     0.2,     1.3
   20, 196.349, 196.449,    44.5,    51.3,    0.12,    0.12,   359.6,     1.9,     1.4
   21, 196.449, 196.549,   108.4,    82.2,    0.10,    0.11,   359.5,     0.2,     1.3
   22, 196.549, 196.649,    49.2,    51.9,    0.12,    0.07,   359.5,    -1.8,     1.6
   23, 196.649, 196.749,    46.6,    48.8,    0.11,    0.09,   359.5,    -2.1,     1.7
   24, 196.749, 196.849,    45.7,    48.9,    0.11,    0.08,   359.5,    -0.8,     1.9
   25, 196.849, 196.949,    56.8,    45.3,    0.11,    0.07,   359.5,    -0.3,     1.7
   26, 196.949, 197.049,    48.3,    48.2,    0.11,    0.08,   359.6,    -0.2,     1.7
   27, 197.049, 197.149,    58.7,    58.2,    0.09,    0.07,   359.5,    -0.2,     1.7
   28, 197.149, 197.249,    53.0,    47.0,    0.10,    0.07,   359.5,    -0.2,     1.5
   29, 197.249, 197.349,    44.8,    49.3,    0.11,    0.09,   359.5,    -0.1,     1.5
   30, 197.349, 197.449,    53.3,    43.5,    0.10,    0.10,   359.6,    -0.1,     1.5
   31, 197.449, 197.549,    50.6,    42.1,    0.10,    0.09,   359.5,     0.1,     1.2
   32, 197.549, 197.649,    47.1,    45.7,    0.10,    0.09,   359.5,     0.4,     1.5
   33, 197.649, 197.749,    48.0,    47.0,    0.11,    0.08,   359.6,     0.4,     1.5
   34, 197.749, 197.849,    47.6,    52.3,    0.11,    0.09,   359.6,     0.5,     1.6
   35, 197.849, 197.949,    53.1,    53.6,    0.11,    0.09,   359.5,     0.5,     1.8
   36, 197.949, 198.049,    46.8,    46.2,    0.11,    0.09,   359.5,     0.4,     1.7
   37, 198.049, 198.149,    52.1,    46.3,    0.11,    0.09,   359.5,     0.5,     1.7
   38, 198.149, 198.249,    49.7,    43.9,    0.11,    0.11,   359.5,     0.7,     1.5
   39, 198.249, 198.349,    55.1,    56.7,    0.10,    0.09,   359.5,     0.7,     1.7
   40, 198.349, 198.449,    54.3,    48.1,    0.11,    0.09,   359.5,     0.8,     1.8
   41, 198.449, 198.549,    46.5,    45.9,    0.12,    0.12,   359.5,     0.7,     1.8
   42, 198.549, 198.649,    45.7,    43.5,    0.12,    0.11,   359.5,     0.7,     1.7
   43, 198.649, 198.749,    43.8,    46.7,    0.13,    0.12,   359.5,     0.7,     1.6
   44, 198.749, 198.849,    41.3,    45.2,    0.12,    0.11,   359.5,     0.7,     1.5
   45, 198.849, 198.949,    44.2,    44.0,    0.12,    0.10,   359.6,     0.8,     1.7
   46, 198.949, 199.049,    43.2,    44.8,    0.11,    0.13,   359.6,     0.8,     1.7
   47, 199.049, 199.149,    49.0,    48.8,    0.12,    0.10,   359.3,     0.6,     1.6
   48, 199.149, 199.249,    50.6,    47.7,    0.10,    0.06,   359.6,     0.5,     1.4
   49, 199.249, 199.349,    54.7,    71.3,    0.09,    0.08,   359.4,     0.7,     1.4
   50, 199.349, 199.447,    57.3,    66.1,    0.08,    0.06,   359.5,     0.9,     1.1
